19:08 (1.0.0) [Information] (1) Starting web host
20:44 (1.0.0) [Information] (65) Get Profile Settings a@gmail.com
20:44 (1.0.0) [Information] (65) Get Profile Settings a@gmail.com
20:44 (1.0.0) [Information] (65) Get Profile Settings a@gmail.com
20:45 (1.0.0) [Information] (65) Get Profile Settings a@gmail.com
20:45 (1.0.0) [Information] (65) Get Profile Settings a@gmail.com
20:45 (1.0.0) [Information] (68) Update Profile Settings BookMySlot.Web.Contracts.ProfileSettings
20:45 (1.0.0) [Information] (65) Delete Profile Settings a@gmail.com
20:45 (1.0.0) [Information] (46) Save Profile Settings BookMySlot.Web.Contracts.ProfileSettings
20:47 (1.0.0) [Information] (73) Get Profile Settings a@gmail.com
20:47 (1.0.0) [Information] (73) Save Profile Settings BookMySlot.Web.Contracts.ProfileSettings
20:50 (1.0.0) [Information] (72) Get Profile Settings a@gmail.com
20:50 (1.0.0) [Information] (72) Get Profile Settings a@gmail.com
20:52 (1.0.0) [Information] (75) Get Profile Settings a@gmail.com
20:52 (1.0.0) [Information] (75) Get Profile Settings a@gmail.com
20:52 (1.0.0) [Information] (56) Get Profile Settings a@gmail.com
20:52 (1.0.0) [Information] (56) Save Profile Settings BookMySlot.Web.Contracts.ProfileSettings
20:56 (1.0.0) [Information] (1) Starting web host
20:56 (1.0.0) [Information] (4) Get Profile Settings a@gmail.com
20:56 (1.0.0) [Information] (4) Delete Profile Settings a@gmail.com
20:56 (1.0.0) [Information] (5) Update Profile Settings BookMySlot.Web.Contracts.ProfileSettings
20:57 (1.0.0) [Information] (4) Save Profile Settings BookMySlot.Web.Contracts.ProfileSettings
20:57 (1.0.0) [Information] (15) Delete Profile Settings a@gmail.com
20:58 (1.0.0) [Information] (15) Delete Profile Settings a@gmail.com
21:02 (1.0.0) [Information] (18) Save Profile Settings BookMySlot.Web.Contracts.ProfileSettings
21:08 (1.0.0) [Information] (24) Get Profile Settings a@gmail.com
21:08 (1.0.0) [Information] (24) Save Profile Settings BookMySlot.Web.Contracts.ProfileSettings
21:11 (1.0.0) [Information] (29) Get Profile Settings a@gmail.com
21:11 (1.0.0) [Information] (29) Get Profile Settings a@gmail.com
21:12 (1.0.0) [Information] (29) Get Profile Settings a@gmail.com
21:12 (1.0.0) [Information] (29) Save Profile Settings BookMySlot.Web.Contracts.ProfileSettings
21:17 (1.0.0) [Information] (1) Starting web host
21:18 (1.0.0) [Information] (9) Get Profile Settings a@gmail.com
21:18 (1.0.0) [Information] (9) Save Profile Settings BookMySlot.Web.Contracts.ProfileSettings
21:18 (1.0.0) [Information] (9) Update Profile Settings BookMySlot.Web.Contracts.ProfileSettings
21:19 (1.0.0) [Information] (17) Get Profile Settings a@gmail.com
21:19 (1.0.0) [Information] (17) Get Profile Settings a@gmail.com
21:20 (1.0.0) [Information] (19) Get Profile Settings a@gmail.com
21:21 (1.0.0) [Information] (19) Get Profile Settings a@gmail.com
21:21 (1.0.0) [Information] (19) Get Profile Settings a@gmail.com
21:22 (1.0.0) [Information] (7) Get Profile Settings a@gmail.com
21:22 (1.0.0) [Information] (7) Get Profile Settings a@gmail.com
21:22 (1.0.0) [Information] (7) Get Profile Settings a@gmail.com
21:22 (1.0.0) [Information] (7) Get Profile Settings a@gmail.com
21:23 (1.0.0) [Information] (23) Save Profile Settings BookMySlot.Web.Contracts.ProfileSettings
21:23 (1.0.0) [Information] (30) Save Profile Settings BookMySlot.Web.Contracts.ProfileSettings
21:23 (1.0.0) [Information] (23) Get Profile Settings a@gmail.com
